SubjectID,pt_cond,emot_cond,exper,mainfeel_1,mainfeel_2,mainfeel_3,main_expl,mainfeel_prob,mainfeel_prob_comment,happy,shocked,hopeful,angry,compass,interest,disgust,mad,curious,afraid,grateful,proud,surprise,amused,down,worried,frustrated,sad,embarrass,guilt,selfanger,symp,melfeel_1,melfeel_2,melfeel_3,melexpl,mhappy,mshocked,mhope,mangry,mselfanger,minterest,mdisgust,mmad,mcurious,mafraid,mgrateful,mproud,msurprise,mamused,mdown,mworried,mfrustrate,msad,membarrass,mguilty,pleas,selfag,targag,otherag,sitag,mixag,selfpow,targpow,othpow,noonepow,sitcont,immoral,m_pleas,m_selfag,m_otherag,m_sitag,m_mixag,m_selfpow,m_otherpow,m_noonepow,m_sitpow,m_immoral,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_10,iri_11,iri_15,iri_29,iri_30,iri_32,iri_33,iri_34,iri2_19,iri2_22,iri2_23,iri2_24,iri2_25,iri2_28,iri2_35,iri2_36,iri2_37,iri2_38,iri2_39,iri2_40,iri2_41,iri2_42,ssc,ideol,age,female,black,asian,latino,white,other,mideast,natam,pacisl,mom_ed,dad_ed,expcomment,language,inattentionORsuspicion,minorproblem
458,1,1,Sophie,Sad,Empathetic,Wish I could make it better for her,I feel really bad she missed out on that experience; because of how close she is with her friend. You only (usually0 have one bachelorette party. ,0,,1,1,2,1,4,3,1,1,4,1,1,1,3,1,2,1,2,3,1,1,1,4,Depressed,Regretful,Longing,She's very mad at herself that she wasn't able to make it to the party; even though it wasn't her fault. ,1,3,1,4,4,3,2,4,1,2,1,1,2,1,5,3,5,4,4,4,4,1,1,1,5,4,1,2,3,4,4,1,5,4,4,4,4,2,3,3,3,2,5,4,1,2,4,3,4,3,2,2,4,3,4,2,2,5,4,4,4,5,3,3,2,3,4,3,5,3,21,4,20,0,0,0,0,1,0,0,0,0,7,8,Subject said he had a hard time remaining objective ,0,0,0
460,1,2,Sophie,sympathetic,,,I feel bad for the person who wrote the letter due to her condition but found it funny how she started off the letter by saying she is suppose to be saying something interesting for this project.,0,,1,2,1,1,1,3,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,4,angry,frustrated,,,1,1,1,5,1,1,1,5,1,1,1,1,1,1,5,1,4,3,1,1,4,1,2,5,2,2,1,3,5,1,2,4,4,2,5,2,2,3,5,2,2,4,4,4,3,4,3,4,3,4,3,2,3,3,4,2,4,2,4,3,3,2,4,2,2,3,2,4,1,2,20,4,20,1,0,1,0,0,0,0,0,0,7,8,Subject said she was able to remain objective.,0,0,0
463,2,1,Sophie,sympathetic,understanding,sad,I identify with this person's negative experience. So often; when we are asked to tell stories; we feel like we need to tell the positive ones. But sometimes the negative; less encouraging ones are the ones that need to be told.,0,,1,1,3,2,5,2,1,2,1,1,1,1,2,1,4,2,4,3,1,1,1,5,frustrated,angry,depressed,I definitely could sense her frustration at a situation that was beyond her control.,1,2,1,5,3,1,1,4,1,1,1,1,2,1,5,2,5,5,3,2,3,2,1,4,5,5,1,1,3,2,4,1,5,3,4,5,5,1,2,4,3,5,5,5,2,2,5,5,5,5,1,1,4,2,5,1,5,5,5,5,5,2,2,5,2,5,5,2,5,2,21,6,20,0,0,0,0,1,0,0,0,0,7,8,Subject said he did a good job taking Melissa's perspective.,0,0,0
508,1,1,Xinhao,sad,concerned,curious,Sad for her that she missed her friend's party. Concerned on how their relationship might have been affected. Curious about the relationship between the guy and her is at the moment.,0,,1,1,1,1,3,3,1,1,5,1,1,1,1,1,1,3,3,5,1,1,1,4,anger,sadness,disappointment,She is definitely angry; sad; and disappointed that she missed her friend's bachelorette party and maybe at the guy whose car broke down.,1,3,1,5,1,1,3,5,1,3,1,1,3,1,5,5,5,5,1,1,5,1,1,5,3,3,1,3,5,3,3,4,3,1,5,3,5,1,5,3,3,5,5,5,1,1,3,3,5,1,2,2,5,2,4,5,2,4,4,4,5,4,4,2,1,4,1,1,1,1,19,5,20,0,0,1,0,0,0,0,0,0,7,8,During debriefing; the participant was confused about why the questionnaire asked about the social economic status of his family and his parents' education; and he did not find anything else odd in the study. ,0,0,0
509,1,2,Xinhao,Introspective,,,I'm still thinking about the letter I wrote somewhat. But also; I'm thinking about how I would have reacted to the other participant's situation/empathizing with her,0,,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,3,Frustrated,Angry,Disappointed,Her one friend lied to her and also didn't follow through for her; and it resulted in her missing a really important milestone in her other best friend's life,1,1,1,4,1,1,1,4,1,1,1,1,3,1,4,3,5,3,1,1,2,1,2,4,1,3,1,3,4,1,1,3,4,2,4,1,3,2,4,1,1,3,4,4,1,3,4,4,4,2,3,3,5,4,4,3,3,3,4,5,2,3,2,2,2,4,4,2,4,2,22,5,20,1,0,0,0,1,0,0,0,0,8,3,The participant said she had trouble answering the first question in the questionnaire because she was still thinking of her own letter. Also; she said the letter was a little suspicious because the handwriting is very legible. ,0,0,1
711,2,1,Curtis,sympathy,sad,,I feel sad that the participant missed the event as she described; and if this happened to me I would feel the same way.,0,,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,5,excited,sad,emotional,The writer started out excited; then became sad,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,5,1,1,2,1,1,3,2,2,1,2,3,1,1,1,4,1,2,4,2,1,1,3,3,1,4,4,2,1,3,4,4,1,1,2,5,4,5,2,2,5,4,5,3,4,1,2,1,4,2,2,2,2,19,3,20,1,0,0,0,1,0,1,0,0,7,2,,0,0,0
497,3,1,Sophie,unfortunate ,sympathetic ,sad,,0,,1,2,1,2,1,3,1,2,3,1,1,1,2,2,2,1,3,4,1,1,1,4,Angry,Sad,Annoyed,,1,4,1,4,5,1,1,4,1,3,1,1,1,1,5,4,5,5,2,4,4,1,2,2,1,3,1,3,3,1,2,1,5,4,4,4,4,2,4,1,3,1,4,3,4,4,3,2,4,4,2,2,2,3,3,2,5,2,4,4,3,2,3,2,2,5,4,2,3,1,19,3,20,1,0,1,0,0,0,0,0,1,8,8,,0,0,0
729,3,1,Curtis,sympathy,upset for her,shocked,,0,,1,3,1,3,5,4,1,2,5,1,1,1,4,2,1,1,1,4,1,1,1,5,disappointed,angry,sad,,1,3,3,5,3,2,1,4,1,1,1,1,3,1,5,5,5,5,1,4,5,1,3,5,3,4,1,4,5,1,2,3,5,4,4,2,5,4,NA,2,2,2,5,5,4,3,4,3,4,4,2,2,3,4,4,3,3,3,2,4,2,3,3,4,1,5,5,3,3,2,19,7,20,1,0,1,0,0,0,0,0,0,1,1,,0,0,0
738,3,1,Curtis,empathy,frustration,,I feel bad for Melissa; because I understand how she feels from my own personal experiences ,0,,1,1,1,2,2,1,1,1,1,1,1,1,2,1,3,1,3,2,1,1,1,3,sad,upset,frustrated,,1,1,2,4,1,1,1,4,1,1,1,1,1,1,5,1,5,5,1,1,1,1,2,4,5,2,1,1,3,2,2,1,4,1,3,4,3,2,3,3,4,1,4,4,1,1,4,1,4,4,1,2,5,2,4,1,2,4,4,3,4,4,4,4,1,4,5,1,4,1,22,5,20,1,0,0,0,1,0,0,0,0,7,8,,0,0,0
1410,3,2,Sophie,Shocked,Upset,Pity,,0,,1,5,1,1,1,1,1,1,3,1,1,1,4,3,1,1,1,2,1,1,1,4,Upset,Frustrated,Angry,,2,2,4,5,1,1,1,5,1,1,1,4,3,1,3,5,5,4,1,1,4,1,2,5,4,4,1,4,4,1,1,4,5,2,5,5,1,2,5,1,NA,4,5,5,1,1,5,3,3,4,2,2,4,2,4,1,4,3,4,5,4,4,1,3,1,4,3,2,5,1,16,4,20,1,1,0,0,0,0,0,0,0,3,3,,0,0,0
271,3,1,Blake,bored,tired,hungry,just got out of class; and the story was not very interesting; so im not entertained. ,0,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,excited,nervous,upset,excited to go on a trip; nervous about getting to new york; and upset when she wasnt able to go,3,2,3,5,3,4,4,4,1,2,1,1,3,1,4,5,5,4,2,1,4,1,2,4,5,4,1,3,3,2,1,1,4,2,4,4,4,3,3,2,2,1,5,5,3,3,5,4,4,4,2,2,3,3,4,1,4,2,3,4,4,3,4,4,2,3,4,3,5,2,19,4,20,1,0,0,0,1,0,0,0,0,8,7,,0,0,0
752,3,1,Curtis,Empathetic,Sad,,,0,,1,2,2,1,2,3,1,1,3,1,1,1,2,1,4,1,2,3,1,1,1,5,Upset,Guilty,Frustrated,,1,2,1,3,3,1,1,3,1,1,1,1,1,1,4,4,4,5,1,4,3,1,1,2,5,2,1,1,1,3,4,1,4,3,4,3,3,2,1,4,4,1,2,2,1,2,4,1,5,2,2,3,5,3,5,2,2,5,3,5,4,5,2,3,1,5,4,1,4,1,20,7,20,1,0,1,0,1,0,0,0,0,7,8,,0,0,0
1432,3,2,Sophie,Shock,Sympathy,Anger,I feel angry at her lying friend who promised to take her to New York; not her. I feel totally sympathetic for her. She had to miss her best friend's bachelorette party that she planned! Crazy story. ,0,,1,5,1,5,4,4,5,4,5,1,2,1,5,4,1,3,5,1,1,1,1,5,Disgust,Sadness,Frustration,"She is so upset she has to miss herbest friend's party. She said she is ""fuming about it now"". He lied about getting his car fixed; what a dumb thing to do on his behalf. ",1,4,1,5,4,2,5,5,1,3,1,1,4,1,4,4,5,5,3,3,5,1,3,5,3,3,1,3,5,2,1,5,5,3,5,2,2,3,5,3,2,5,4,2,2,4,5,4,4,5,2,1,4,2,3,1,4,4,5,4,5,3,2,3,1,4,4,4,4,1,20,5,20,1,0,0,0,1,0,0,0,0,7,7,,0,0,0
1424,3,2,Sophie,annoyed,sad,mad,I feel bad for her; because is that were me; and I missed my best friend's bachelorette party I would be livid!,0,,2,3,1,4,4,2,2,4,3,1,3,1,2,1,3,1,3,4,1,1,1,4,Anger,Suprise,Sadness ,,1,4,2,5,4,1,3,5,1,4,1,1,4,1,5,5,5,5,3,4,4,3,5,1,1,2,1,5,1,1,1,2,4,4,1,3,4,4,1,2,2,1,5,5,2,2,5,3,5,4,1,1,4,2,4,1,4,3,4,4,4,3,2,4,1,5,5,2,5,1,22,6,20,1,1,0,0,0,0,0,0,0,8,8,,0,0,0
1409,3,2,Sophie,Annoyance,Empathy,Sympathy,Annoyed at the jackass who lied about having repaired his car. / Empathy for her feelings of anger and sadness. / Sympathy towards the general outcome and story as a whole.,0,,1,1,1,2,4,5,4,2,3,1,1,3,2,2,2,1,2,2,1,1,1,4,Angry,Sad,Annoyed,,1,3,1,5,5,2,5,5,1,2,1,1,2,1,5,3,5,4,3,1,4,1,2,5,1,2,1,5,1,1,1,5,5,3,5,2,2,2,3,1,2,5,5,2,1,1,5,5,5,3,1,3,5,4,4,2,4,2,5,5,5,2,1,4,1,2,2,3,4,1,22,4,20,0,0,0,0,1,0,0,0,0,7,8,Subject asked right when he finished the survey if we gave everyone the same letter.  He also seemed annoyed; each time he clicked the arrow to advance to the next page; he would sigh or mutter to himself.,0,1,0
746,3,1,Curtis,dissappointment,sadness,humor,,0,,1,1,1,1,4,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,4,sad,anger,regret,,1,1,1,4,3,1,1,2,1,1,1,1,1,1,5,2,5,5,1,1,3,1,1,1,5,3,1,1,1,5,5,1,4,3,3,1,1,3,4,1,1,1,4,4,1,5,1,5,4,4,4,3,4,5,1,4,3,3,3,5,1,1,1,1,1,4,1,1,1,1,19,3,20,0,0,0,0,1,0,0,0,0,7,7,,0,0,0
753,3,1,Curtis,Sad,Disappointed,Bad,I feel sad and bad that the student was unable to make her best friends bachelorette party because of stupid car troubles.  I'm disappointed that her friend was given a faulty car part which caused them to miss the party.,0,,1,4,1,3,4,2,4,4,1,1,1,1,2,1,4,4,5,5,1,2,1,4,Sadness,Guilt,Anger,"It says she was ""tearing up"" because she missed her best friend party. She must have been angry at the mechanics for giving them a faulty part.  ",1,5,1,5,5,1,5,5,1,1,1,1,3,1,5,4,5,5,4,5,4,3,4,5,2,5,2,4,4,2,3,1,5,4,5,2,4,3,5,1,4,2,5,2,3,2,1,2,4,5,3,2,4,2,5,4,4,2,3,2,2,1,4,3,2,4,3,2,2,1,21,2,20,0,0,0,0,1,0,0,0,0,8,7,,0,0,0
1430,3,2,Sophie,sympathetic,frusterated,angry,,0,,1,2,3,4,5,2,1,4,2,3,1,1,3,1,3,4,5,5,1,1,1,5,Angry,Frusterated,Scared,,1,4,2,5,2,1,3,5,1,4,1,1,4,1,5,5,5,5,3,1,4,2,2,4,3,5,1,3,3,2,2,1,4,5,1,4,2,5,4,1,1,1,5,3,2,3,3,3,4,2,3,3,4,4,4,2,3,2,4,4,3,4,4,1,2,3,2,2,2,2,20,6,20,0,0,1,0,1,0,0,0,0,7,7,,0,0,0
759,3,1,Curtis,Indifferent,Bemused,Slightly melancholy,Life is life. Never understood the importance of social events.,0,,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,Sadness,Slight anger,Regret,,1,1,1,2,2,4,1,2,1,1,2,1,1,1,4,1,5,5,1,2,1,1,3,2,3,5,2,3,3,2,1,1,5,3,2,3,4,2,3,2,2,1,5,5,1,3,5,1,5,4,4,1,2,5,3,2,3,1,5,2,4,2,3,4,1,3,4,1,5,1,17,3,20,0,0,1,0,0,0,0,0,0,2,3,,0,0,0
285,3,1,Blake,Sad,Upset,Tired,,0,,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,3,Sad,Upset,Angry,,1,1,1,2,1,1,2,2,1,1,1,1,2,1,3,1,4,4,1,2,3,1,1,2,5,2,1,1,2,4,4,1,4,1,2,4,2,1,1,4,3,2,4,2,3,3,2,2,2,3,3,2,3,3,3,2,2,3,3,2,2,2,4,3,3,2,4,3,3,2,23,2,20,0,0,0,0,1,0,0,0,0,8,7,,0,0,0
280,3,2,Blake,surprise,disapointment,acceptance,My story also involved car trouble so I am surprised by this coincidence. I am disappointed that this person would be so upset with their friend who is doing them a favor; but I understand where they are coming from. ,0,,2,2,1,1,2,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,disapointment,frustration,excitement,She was excited to see friends; disappointed the car broke down; and angry her friend driving didn't get the car fixed. ,1,2,1,3,2,1,2,3,1,1,1,1,2,1,2,1,3,2,1,1,2,1,2,2,2,5,1,4,4,1,1,1,5,1,5,2,2,1,5,1,1,4,4,2,4,3,3,1,5,2,2,4,3,3,3,2,1,2,2,3,2,3,4,2,4,5,2,1,3,1,22,5,20,0,0,0,0,1,0,0,0,0,7,8,,0,0,0
273,3,2,Blake,intriguied,humored,exhausted,It was intriguing and humorous to see this one girl's perspective on a series of events that resulted in her missing a bachelorette party (will consider using as evidence that women are crazy; just kidding). ,0,,3,1,2,1,3,4,1,1,3,1,2,2,2,4,1,1,1,1,1,1,1,3,anger,regret,passion,,1,3,2,4,3,1,1,4,1,2,1,1,3,1,2,4,5,3,2,1,1,1,3,5,2,5,1,4,4,1,1,2,4,1,5,2,2,2,4,1,2,4,4,4,1,2,3,1,5,1,2,2,4,4,4,1,1,3,3,4,4,3,2,3,2,4,4,1,2,1,21,4,20,0,0,0,0,1,0,0,0,0,2,7,,0,0,0
1426,3,1,Sophie,sympathy,interest,intimacy,I feel bad for the other participant that they missed their friend's bachelorette party; but this is also an interesting story.  I feel like I sort of know the person now since I know this detail about their life; even though I have never met them.,0,,2,1,2,1,4,5,1,1,5,1,3,1,4,3,1,1,1,2,1,1,1,5,sadness,disappointment,surprise,The letter writer was sad and disappointed that she missed the friend's party that she worked so hard to plan; especially due to such a strange circumstance. She was unpleasantly surprised that her fun weekend was suddenly ruined.,1,5,1,4,1,1,1,4,1,1,1,2,4,1,4,4,5,5,1,3,4,1,1,3,5,4,1,2,3,5,4,1,5,3,1,5,5,1,1,5,5,1,5,5,1,2,5,5,4,4,2,2,3,3,4,2,4,4,5,5,5,4,2,5,3,2,5,2,5,2,21,5,20,1,0,0,0,1,0,0,0,0,7,7,,0,0,0
216,2,2,Blake,Empathy,Sadness,Understanding,,0,,1,3,2,1,5,3,1,1,3,1,1,1,2,1,2,1,2,4,1,1,1,5,Despair,Frustrated,Sad,,1,5,4,5,1,1,5,5,1,1,1,1,5,1,5,4,5,5,5,1,4,1,1,5,2,2,1,1,5,1,1,1,5,1,5,1,4,1,5,1,1,2,2,3,1,1,5,1,4,1,1,3,4,3,5,2,1,1,3,3,4,2,2,1,1,3,4,1,1,1,23,6,21,0,0,0,0,1,0,0,0,0,8,8,,0,0,0
242,2,2,Blake,upset,anger,sympathy,I can't believe that the writer's friend let her down like that. The friend was dishonest and it upsets me that her friend lied and it ended up in upsetting consequences for the writer. ,0,,1,3,2,3,5,2,1,2,3,1,2,1,2,1,2,2,4,2,1,1,1,5,angry,upset/sad,betrayed,I think the writer is upset about her friend letting her down and possibly betrayed because the writer's friend lied to her. If I were in her shoes; I don't know exactly how I would handle the situation because clearly it seems that the friend either didn't care about the consequences of his or her actions and how they affected the writer; or the friend was oblivious to the fact that his or her actions significantly affected and hurt the feelings of the writer.,1,2,2,5,1,1,2,5,1,1,1,1,2,1,4,2,5,5,1,1,4,1,1,5,2,2,1,4,4,1,1,4,5,1,5,2,1,1,5,1,1,5,3,5,1,2,5,1,5,2,1,1,5,3,5,1,2,3,5,5,5,3,2,4,1,4,4,1,4,3,20,2,21,1,0,0,0,1,0,0,0,0,7,7,,0,0,0
245,1,2,Blake,Sad,Content,Happy,I'm content with how I feel since I am supposed to be objective and detached. I do feel a little sad for Melissa but also happy my break went smoother.,0,,3,4,1,2,2,3,1,2,4,1,5,1,2,2,1,1,1,3,1,1,1,4,Fuming,Hopeful,Grateful,Fuming that her friend didn't get his car fixed. Hopeful for a great turn out at the bachelorette party and grateful that a friend was willing to drive her to NYC.,3,5,4,5,1,1,1,4,1,1,3,1,3,1,3,4,4,5,3,1,4,1,3,3,4,5,2,4,4,2,2,3,3,3,1,4,5,3,2,4,3,2,3,3,4,4,1,2,4,4,3,3,3,2,3,4,4,3,4,3,2,3,2,1,3,3,1,2,2,2,20,2,21,1,0,0,0,1,0,0,0,0,8,8,Reminded self she didn't know Melissa,0,0,0
251,2,2,Blake,disappointment ,sadness,regret,I can feel Melissa's disappointment after reading her letter. She said that she is fuming about the situation; but I don't feel her anger. I feel sadness; regret and disappointment instead because that's how I usually feel when I miss opportunities. ,0,,1,2,1,2,4,4,1,2,3,2,3,1,3,1,4,2,2,4,1,2,4,4,Fuming,Stress,Shock,,1,5,1,5,1,4,4,5,1,1,1,1,5,1,5,3,5,4,2,4,5,2,3,5,4,5,1,4,5,1,1,3,5,2,5,1,2,2,5,1,1,5,5,5,1,1,4,4,5,5,1,1,4,3,5,1,4,5,5,4,5,4,1,5,1,3,5,3,5,2,21,6,21,1,0,0,0,1,0,0,0,0,7,8,Felt more sad than angry; tends to blame self in these situations instead of getting mad,0,0,0
403,2,2,Sophie,upset,unhappy,angry,I am upset and unhappy about the author who missed her best friend's wedding party. I am angry about the author's another friend.,0,,1,4,1,5,2,3,4,4,1,3,2,1,3,4,4,5,3,4,4,3,3,5,angry,sorry,upset,She is angry about her another friend; feels upset of not attending the wedding and feels sorry for her wedding friend.,2,4,2,5,3,2,5,4,2,4,2,2,3,4,5,4,4,5,4,4,4,1,4,3,4,5,2,4,3,1,1,4,4,3,3,4,5,2,4,4,4,2,2,4,3,1,3,3,3,3,2,3,4,2,4,NA,3,4,4,5,5,4,4,3,2,2,4,2,4,2,21,5,21,1,0,1,0,0,0,0,0,0,3,7,The subject understood the contents of the letter and remembered the way I asked her to read the study.,0,0,0
418,2,1,Sophie,Sadness,Defeat,Pity,The letter I read detailed a very unfortunate experience that a previous participant went through. While reading the letter; I empathized with this participant and honestly felt very badly for her because she experienced this.,0,,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,3,2,1,1,1,5,Frustration,Sadness,Acceptance,,1,5,1,5,2,1,1,4,1,1,1,1,3,1,5,4,5,5,1,3,3,1,1,2,4,5,1,1,3,2,3,1,5,2,1,4,5,1,1,5,5,1,5,5,2,2,5,4,5,5,1,1,3,3,5,1,2,3,5,4,5,4,2,5,1,3,5,2,5,2,19,7,21,1,0,0,0,1,0,0,0,0,4,2,,0,0,0
419,1,2,Sophie,sad,disappointed,confused,The story I read was sad. Even from an objective point of view; hearing of this situation would be difficult to handle for any person. The distance would make it difficult for anyone to come back to Ann Arbor. Nothing in this situation seemed to be fair.,0,,2,3,2,4,3,3,3,4,3,2,3,1,4,1,3,3,3,4,2,3,3,4,upset,angry,disappointed,The writer obviously had gone through many troubles for one trip. She was lied to and stranded. I wouldn't blame anyone for feeling this way if put in this situation. They claimed they are in shock and upset about their story.,1,4,1,5,2,2,3,5,2,2,1,1,4,1,4,2,5,4,2,2,3,2,2,5,5,3,1,2,5,1,1,4,5,1,5,1,2,1,5,1,1,5,4,4,2,4,2,3,5,5,2,2,5,2,4,2,4,4,4,2,4,3,2,3,1,2,2,3,3,3,20,5,21,1,0,1,0,1,0,0,0,0,8,8,,0,0,0
423,2,1,Sophie,Empathy,She overreacted a little,Frustration,I think that it is really unfortunately that this happened to this individual; but I think her crying over it while writing the letter is a little overboard. I think she deserves to feel frustrated because she was trying to be responsible with the whole car ordeal; but at the end of the day; she still gets to be with her friend on her wedding day; the most important part in all this.,0,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,3,Sadness,Frustration,Disappointment,She didn't get to go to an event that was important to her; especially since she planned it and tried to cover all her bases. I'd be feeling some similar emotions.,3,1,1,3,1,1,1,3,1,1,1,2,1,1,3,2,5,5,1,2,1,1,1,5,2,5,1,1,5,1,2,1,5,1,5,2,5,1,5,2,2,1,2,3,1,1,2,3,5,2,1,3,5,3,4,2,3,5,5,5,3,3,2,2,1,5,3,1,2,1,21,4,21,1,0,0,0,1,0,0,0,0,8,8,Subject said she had a bit of a hard time empathizing with Melissa because she thought she was overreacting.,0,0,0
428,1,2,Sophie,anger,disappointment,sympathy,,0,,1,3,1,3,1,3,1,3,1,1,1,1,3,1,2,1,3,2,1,1,1,3,anger,disappointment,frustration,,1,4,1,5,4,1,3,4,1,1,1,1,1,1,3,1,5,4,1,1,5,1,3,5,2,3,1,4,5,1,1,4,4,3,5,2,2,2,2,2,1,5,4,3,2,3,3,1,3,2,3,2,3,3,3,3,3,3,3,3,4,3,3,3,4,3,2,3,3,3,19,5,21,1,0,1,0,0,0,0,0,0,8,7,,0,0,0
432,1,2,Sophie,Sad,Apologetic,Empathetic,I feel bad that this happened to her; as well as empathetic since I can relate to the situation; since I grew up with a car that broke down all the time.,0,,1,3,2,2,4,4,2,2,4,1,4,1,3,2,4,3,3,4,3,1,3,4,Angry,Disappointed,Suspicious,She's upset not mainly because of missing the bachelorette party; but because her friend lied to her about his car getting fixed and putting her in a situation she didn't want to be in. ,2,3,1,5,2,2,4,5,1,2,1,1,3,1,4,3,5,4,3,3,4,1,2,4,3,4,1,2,4,1,2,4,5,2,5,1,3,3,5,1,2,3,5,4,3,3,3,1,5,2,1,3,4,5,4,3,3,4,5,4,3,2,2,1,1,5,2,1,2,1,19,2,21,0,0,0,1,1,0,0,0,0,8,8,Subject said he had a hard time remaining objective.,0,0,0
435,1,2,Sophie,anxious,surprised,,surprised about how sad the story in the letter was; anxious feeling is unrelated to the letter but about an upcoming project presentation,0,,1,3,1,1,4,1,2,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,angry,disbelief ,sadness,,1,4,1,5,3,1,3,5,1,3,1,1,4,1,5,3,5,5,2,3,3,1,2,5,1,3,1,2,5,1,1,4,5,1,5,2,4,2,4,1,1,4,4,2,1,1,5,5,2,2,3,3,4,3,2,2,5,2,4,4,4,3,3,2,3,3,3,2,3,2,20,3,21,1,0,0,0,1,0,0,0,0,8,8,When asked if she thought there was anything more to the study than met the eye; participant guessed that the letter wasn't written by a previous participant,0,0,1
441,2,1,Sophie,Empathy,Sympathy,Concern,,0,,1,2,2,4,3,3,2,4,4,1,4,1,3,1,4,4,5,5,2,2,2,5,Anger,Sadness,Frustration,,1,4,2,4,3,4,3,5,2,2,2,1,3,1,5,4,5,5,4,4,4,1,3,3,4,4,1,3,3,3,3,1,5,1,2,4,3,2,2,4,4,1,3,4,2,3,4,4,4,4,3,2,4,3,5,2,NA,4,4,5,3,4,2,5,3,3,4,2,4,2,21,5,21,1,0,0,0,1,0,0,0,0,8,8,Subject said she guessed the letter was written by us only after being told that this was the case.,0,0,1
450,2,2,Sophie,Disheartened,Slightly indifferent,Casual,I can understand where she's coming from; and it must've sucked.  But at the same time; the way she wrote it is in a very casual manner and it almost makes the story less emotional.,0,,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,Frustration,Anger,Bitterness,,1,3,1,4,1,1,1,4,1,1,1,1,2,1,4,1,4,4,1,1,1,1,1,5,1,3,1,2,5,1,1,3,2,1,5,1,3,1,4,1,1,3,5,5,1,1,5,5,5,5,1,4,5,1,5,1,1,5,5,5,5,4,3,3,1,4,4,1,4,5,19,6,21,1,0,1,0,0,0,0,0,0,3,8,Subject didn't think there was anything more to the study than met the eye.  When asked what the letter was about; she recited it almost word-for-word.,0,0,0
451,1,1,Sophie,pity,unhappiness,anger,I felt bad for the person that wrote the letter. Especially when they mentioned that they cried. I imagined myself in that situation and how that would feel. I was mad at the world.,0,,1,4,1,4,5,2,1,5,1,1,1,1,3,1,5,2,5,5,1,1,1,5,sadness,frustration,dissapointment,The person who wrote the letter started out writing the letter objectively; but it concluded with more of a shocking statement of how much the event affected her. At first their feelings weren't clear and then it was obvious that she was upset.,1,1,2,5,1,1,1,5,1,2,1,1,1,1,5,2,5,5,1,4,2,1,1,2,5,5,2,2,2,3,3,1,5,2,3,5,5,1,2,4,4,2,5,1,3,5,1,5,5,5,2,3,2,1,3,5,5,3,3,4,1,3,4,1,3,2,1,3,1,2,20,6,21,1,0,0,0,1,0,0,0,0,3,2,Subject said she had a hard time remaining objective,0,0,0
469,1,2,Sophie,empathetic,interested,comfortable,,0,,3,1,1,1,2,4,1,1,3,1,1,1,2,1,2,1,1,3,1,1,1,4,angry,upset,disappointed,,1,1,1,5,4,4,2,5,1,1,1,1,2,1,3,1,5,3,1,2,3,1,1,3,4,4,1,2,3,3,3,2,4,3,4,2,2,4,5,2,3,3,2,5,1,1,4,3,5,3,1,4,5,3,5,4,2,5,5,5,4,5,2,2,1,3,2,3,3,3,22,7,21,1,0,0,0,1,0,0,0,0,7,8,"When asked if she was able to remain objective; subject said ""for the most part.""",0,0,0
501,1,1,Xinhao ,frustrated,sad,sympathetic,I am sad for her situation. Missing your best friends bachelorette party would stink. Frustrated for her reliance on her friend to take her because it did not work out. Sympathetic because things like this inevitably happen to many people and life is hard. ,0,,2,1,3,1,5,4,1,1,3,1,4,1,3,3,2,2,4,4,1,1,1,5,Regret,Frustration,Despondent ,Regretful that this is a once in a life time chance that she missed. Frustration because the situation was avoidable. Despondent because it is still fresh in her mind and it brings up a lot of sadness and other emotions when she thinks about it. ,2,4,2,3,3,1,1,3,1,2,2,1,3,1,3,3,4,5,2,4,5,1,2,3,5,5,2,3,4,5,5,2,4,5,3,3,5,5,3,5,5,4,4,5,1,3,5,2,4,4,1,1,4,2,5,1,1,5,5,4,4,5,2,4,2,4,4,2,4,4,20,3,21,0,0,1,0,0,0,0,0,0,7,8,The participant suspected that the letter was not real; it could be written by the researcher. ,0,1,0
